service_request_id,requested_date,updated_date,closed_date,status_description,source,service_name,agency_responsible,address,comm_code,comm_name,location_type,longitude,latitude,point
24-00628824,2024-08-09 0:00,2024-09-05 0:00,2024-09-05 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,MCK,MCKENZIE LAKE,Community Centrepoint,-113.9881872,50.91486638,POINT (-113.98818718377751 50.91486638356077)
24-00631161,2024-08-10 0:00,2024-08-10 0:00,2024-08-10 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,HUN,HUNTINGTON HILLS,Community Centrepoint,-114.0667086,51.11758075,POINT (-114.06670855606754 51.11758074798211)
24-00632362,2024-08-10 0:00,2024-08-10 0:00,2024-08-10 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,CNS,CORNERSTONE,Community Centrepoint,-113.9305705,51.15735997,POINT (-113.93057052562796 51.157359967042765)
24-00633835,2024-08-11 0:00,2024-08-11 0:00,2024-08-11 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,CAR,CARRINGTON,Community Centrepoint,-114.0887654,51.18568826,POINT (-114.08876544116792 51.18568826121795)
24-00631992,2024-08-10 0:00,2024-09-13 0:00,2024-09-13 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,GDL,GLENDALE,Community Centrepoint,-114.1527189,51.03337139,POINT (-114.15271889005692 51.033371391768654)
24-00631236,2024-08-10 0:00,2024-08-10 0:00,2024-08-10 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ASP,ASPEN WOODS,Community Centrepoint,-114.2083866,51.04521538,POINT (-114.20838662695127 51.045215377202034)
24-00799971,2024-10-14 0:00,2024-12-05 0:00,2024-12-05 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SPH,SPRINGBANK HILL,Community Centrepoint,-114.2098197,51.02656453,POINT (-114.20981973671283 51.02656453099153)
24-00798765,2024-10-12 0:00,2024-10-12 0:00,2024-10-12 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,EYA,ELBOYA,Community Centrepoint,-114.0736046,51.01299335,POINT (-114.07360459021476 51.012993345448066)
24-00802774,2024-10-15 0:00,2024-10-15 0:00,2024-10-15 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,02F,02F,Community Centrepoint,-114.1751203,51.15976354,POINT (-114.17512030034136 51.1597635370127)
24-00631706,2024-08-10 0:00,2024-08-10 0:00,2024-08-10 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,TAR,TARADALE,Community Centrepoint,-113.9340021,51.11794016,POINT (-113.93400207797254 51.11794016304313)
24-00927609,2024-12-05 0:00,2024-12-05 0:00,2024-12-05 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,EVN,EVANSTON,Community Centrepoint,-114.1124511,51.17108484,POINT (-114.11245112799256 51.17108484116176)
24-00488632,2024-06-23 0:00,2024-08-12 0:00,2024-08-12 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BLN,BELTLINE,Community Centrepoint,-114.0551861,51.03743796,POINT (-114.05518608886146 51.037437963359764)
24-00634881,2024-08-12 0:00,2024-08-12 0:00,2024-08-12 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,BOW,BOWNESS,Community Centrepoint,-114.1883885,51.08334629,POINT (-114.18838847472048 51.0833462877166)
24-00636692,2024-08-12 0:00,2024-08-12 0:00,2024-08-12 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,EVN,EVANSTON,Community Centrepoint,-114.1124511,51.17108484,POINT (-114.11245112799256 51.17108484116176)
24-00799822,2024-10-13 0:00,2024-10-23 0:00,2024-10-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,MAH,MAHOGANY,Community Centrepoint,-113.9246339,50.89594392,POINT (-113.92463385892763 50.8959439160425)
24-00620177,2024-08-07 0:00,2024-08-13 0:00,2024-08-13 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SIL,SILVER SPRINGS,Community Centrepoint,-114.1962818,51.10427454,POINT (-114.19628181361762 51.10427454305881)
24-00621088,2024-08-07 0:00,2024-08-13 0:00,2024-08-13 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,HUN,HUNTINGTON HILLS,Community Centrepoint,-114.0667086,51.11758075,POINT (-114.06670855606754 51.11758074798211)
24-00637218,2024-08-13 0:00,2024-08-13 0:00,2024-08-13 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,RAN,RANCHLANDS,Community Centrepoint,-114.183647,51.11917908,POINT (-114.1836469813454 51.11917908233608)
24-00638014,2024-08-13 0:00,2024-08-13 0:00,2024-08-13 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,TAR,TARADALE,Community Centrepoint,-113.9340021,51.11794016,POINT (-113.93400207797254 51.11794016304313)
24-00814762,2024-10-19 0:00,2024-10-23 0:00,2024-10-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,ASP,ASPEN WOODS,Community Centrepoint,-114.2083866,51.04521538,POINT (-114.20838662695127 51.045215377202034)
24-00640000,2024-08-13 0:00,2024-08-13 0:00,2024-08-13 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SUN,SUNRIDGE,Community Centrepoint,-113.9917006,51.0742216,POINT (-113.99170056999279 51.074221599518935)
24-00263763,2024-04-12 0:00,2024-08-13 0:00,2024-08-13 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,GDL,GLENDALE,Community Centrepoint,-114.1527189,51.03337139,POINT (-114.15271889005692 51.033371391768654)
24-00800789,2024-10-14 0:00,2024-10-14 0:00,2024-10-14 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SPH,SPRINGBANK HILL,Community Centrepoint,-114.2098197,51.02656453,POINT (-114.20981973671283 51.02656453099153)
24-00802666,2024-10-15 0:00,2024-10-15 0:00,2024-10-15 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ROY,ROYAL OAK,Community Centrepoint,-114.2197619,51.14266073,POINT (-114.21976187387784 51.142660730912894)
24-00913435,2024-11-30 0:00,2024-12-18 0:00,2024-12-18 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BRD,BRIDGELAND/RIVERSIDE,Community Centrepoint,-114.0350798,51.05055069,POINT (-114.03507983816583 51.05055069436678)
24-00637191,2024-08-13 0:00,2024-08-14 0:00,2024-08-14 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SET,SETON,Community Centrepoint,-113.9479312,50.87415766,POINT (-113.94793123802683 50.874157662841256)
24-00640704,2024-08-14 0:00,2024-08-14 0:00,2024-08-14 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,HUN,HUNTINGTON HILLS,Community Centrepoint,-114.0667086,51.11758075,POINT (-114.06670855606754 51.11758074798211)
24-00642958,2024-08-14 0:00,2024-08-26 0:00,2024-08-26 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,GDL,GLENDALE,Community Centrepoint,-114.1527189,51.03337139,POINT (-114.15271889005692 51.033371391768654)
24-00643101,2024-08-14 0:00,2024-08-27 0:00,2024-08-27 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SPR,SPRUCE CLIFF,Community Centrepoint,-114.1362778,51.04865971,POINT (-114.13627783911859 51.048659707650735)
24-00643002,2024-08-14 0:00,2024-08-15 0:00,2024-08-15 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SIL,SILVER SPRINGS,Community Centrepoint,-114.1962818,51.10427454,POINT (-114.19628181361762 51.10427454305881)
24-00646768,2024-08-15 0:00,2024-08-15 0:00,2024-08-15 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,BED,BEDDINGTON HEIGHTS,Community Centrepoint,-114.0849111,51.13164399,POINT (-114.08491114080483 51.13164398532214)
24-00647056,2024-08-15 0:00,2024-08-15 0:00,2024-08-15 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,EVN,EVANSTON,Community Centrepoint,-114.1124511,51.17108484,POINT (-114.11245112799256 51.17108484116176)
24-00808018,2024-10-17 0:00,2024-11-29 0:00,2024-11-29 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,LIV,LIVINGSTON,Community Centrepoint,-114.0655067,51.18550406,POINT (-114.06550670687392 51.185504064958366)
24-00808354,2024-10-17 0:00,2024-10-17 0:00,2024-10-17 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,GAW,GARRISON WOODS,Community Centrepoint,-114.1136145,51.01717823,POINT (-114.11361449884893 51.01717823051979)
24-00925285,2024-12-04 0:00,2024-12-04 0:00,2024-12-04 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,EDG,EDGEMONT,Community Centrepoint,-114.1439532,51.12458785,POINT (-114.14395321026963 51.12458784624158)
24-00822499,2024-10-23 0:00,2024-10-23 0:00,2024-10-23 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,Community Centrepoint,-114.1057298,51.06317954,POINT (-114.10572976665989 51.06317953856462)
24-00823361,2024-10-23 0:00,2024-10-24 0:00,2024-10-24 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,WHL,WEST HILLHURST,Community Centrepoint,-114.1151585,51.05507951,POINT (-114.11515850909333 51.05507951363527)
24-00649777,2024-08-16 0:00,2024-08-16 0:00,2024-08-16 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,CAR,CARRINGTON,Community Centrepoint,-114.0887654,51.18568826,POINT (-114.08876544116792 51.18568826121795)
24-00811445,2024-10-18 0:00,2024-11-04 0:00,2024-11-04 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,DNC,DOWNTOWN COMMERCIAL CORE,Community Centrepoint,-114.0695937,51.04727444,POINT (-114.06959371115288 51.047274435217574)
24-00793307,2024-10-10 0:00,2024-10-18 0:00,2024-10-18 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,FAL,FALCONRIDGE,Community Centrepoint,-113.945375,51.10330638,POINT (-113.94537499024918 51.10330638378534)
24-00814851,2024-10-19 0:00,2024-10-19 0:00,2024-10-19 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ALT,ALTADORE,Community Centrepoint,-114.1007824,51.01595412,POINT (-114.10078239468564 51.015954118298694)
24-00813337,2024-10-18 0:00,2024-10-19 0:00,2024-10-19 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,DNC,DOWNTOWN COMMERCIAL CORE,Community Centrepoint,-114.0695937,51.04727444,POINT (-114.06959371115288 51.047274435217574)
24-00814393,2024-10-19 0:00,2024-10-19 0:00,2024-10-19 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,EVE,EVERGREEN,Community Centrepoint,-114.1156935,50.91870443,POINT (-114.11569352503115 50.91870443338007)
24-00814636,2024-10-19 0:00,2024-10-19 0:00,2024-10-19 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,MID,MIDNAPORE,Community Centrepoint,-114.0574843,50.91560246,POINT (-114.05748430703984 50.91560245618709)
24-00813545,2024-10-19 0:00,2024-10-19 0:00,2024-10-19 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,RDL,ROSEDALE,Community Centrepoint,-114.0782071,51.06268666,POINT (-114.07820713414625 51.062686663226856)
24-00822464,2024-10-23 0:00,2024-10-23 0:00,2024-10-23 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,Community Centrepoint,-114.1057298,51.06317954,POINT (-114.10572976665989 51.06317953856462)
24-00664140,2024-08-22 0:00,2024-08-22 0:00,2024-08-22 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MCI,MCCALL,Community Centrepoint,-114.0270867,51.08899754,POINT (-114.02708667609807 51.088997537753826)
24-00651560,2024-08-17 0:00,2024-08-17 0:00,2024-08-17 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,BRD,BRIDGELAND/RIVERSIDE,Community Centrepoint,-114.0350798,51.05055069,POINT (-114.03507983816583 51.05055069436678)
24-00650462,2024-08-17 0:00,2024-08-17 0:00,2024-08-17 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MRT,MARTINDALE,Community Centrepoint,-113.9583871,51.11791373,POINT (-113.9583871171306 51.11791372594209)
24-00816045,2024-10-20 0:00,2024-10-21 0:00,2024-10-21 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SPH,SPRINGBANK HILL,Community Centrepoint,-114.2098197,51.02656453,POINT (-114.20981973671283 51.02656453099153)
24-00288315,2024-04-21 0:00,2024-12-06 0:00,2024-04-21 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,HIL,HILLHURST,Community Centrepoint,-114.093646,51.05727753,POINT (-114.09364601408916 51.05727753172276)
24-00652918,2024-08-18 0:00,2024-08-18 0:00,2024-08-18 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,WIN,WINSTON HEIGHTS/MOUNTVIEW,Community Centrepoint,-114.0418487,51.0752988,POINT (-114.04184874950579 51.075298802175126)
24-00816991,2024-10-21 0:00,2024-10-21 0:00,2024-10-21 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SPH,SPRINGBANK HILL,Community Centrepoint,-114.2098197,51.02656453,POINT (-114.20981973671283 51.02656453099153)
24-00652491,2024-08-18 0:00,2024-08-18 0:00,2024-08-18 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,QLD,QUEENSLAND,Community Centrepoint,-114.0225717,50.93822412,POINT (-114.0225717060612 50.938224120412734)
24-00917037,2024-12-02 0:00,2024-12-18 0:00,2024-12-18 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SHW,SHERWOOD,Community Centrepoint,-114.1520001,51.15999092,POINT (-114.1520001467928 51.159990919144846)
24-00781656,2024-10-05 0:00,2024-12-02 0:00,2024-12-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BDO,BONAVISTA DOWNS,Community Centrepoint,-114.0315055,50.94373043,POINT (-114.03150547303466 50.94373042986891)
24-00609715,2024-08-02 0:00,2024-08-19 0:00,2024-08-19 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,RUN,RUNDLE,Community Centrepoint,-113.9700581,51.07423997,POINT (-113.97005811864892 51.074239973666835)
24-00652941,2024-08-18 0:00,2024-08-19 0:00,2024-08-19 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SPH,SPRINGBANK HILL,Community Centrepoint,-114.2098197,51.02656453,POINT (-114.20981973671283 51.02656453099153)
24-00013570,2024-01-05 0:00,2024-12-06 0:00,2024-02-06 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BRA,BRAESIDE,Community Centrepoint,-114.1063659,50.95600269,POINT (-114.10636590290262 50.95600269125181)
24-00656421,2024-08-19 0:00,2024-08-19 0:00,2024-08-19 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SOW,SOUTHWOOD,Community Centrepoint,-114.0831943,50.95775881,POINT (-114.08319427981235 50.957758807711244)
24-00817250,2024-10-21 0:00,2024-10-21 0:00,2024-10-21 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,MAH,MAHOGANY,Community Centrepoint,-113.9246339,50.89594392,POINT (-113.92463385892763 50.8959439160425)
24-00819266,2024-10-22 0:00,2024-10-22 0:00,2024-10-22 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,GPK,GLENMORE PARK,Community Centrepoint,-114.1315315,50.99046842,POINT (-114.13153145583485 50.99046841956801)
24-00785906,2024-10-07 0:00,2024-12-02 0:00,2024-12-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,OGD,OGDEN,Community Centrepoint,-114.0124423,50.99187834,POINT (-114.01244227109757 50.991878337981746)
24-00812128,2024-10-18 0:00,2024-10-23 0:00,2024-10-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,ING,INGLEWOOD,Community Centrepoint,-114.0191258,51.03414052,POINT (-114.01912581291103 51.03414052350448)
24-00150458,2024-02-29 0:00,2024-12-06 0:00,2024-04-05 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,MNI,MANCHESTER INDUSTRIAL,Community Centrepoint,-114.0572225,51.01325599,POINT (-114.05722246720464 51.013255989792455)
24-00928182,2024-12-05 0:00,2024-12-05 0:00,2024-12-05 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,GPK,GLENMORE PARK,Community Centrepoint,-114.1315315,50.99046842,POINT (-114.13153145583485 50.99046841956801)
24-00927206,2024-12-05 0:00,2024-12-18 0:00,2024-12-18 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,COL,COLLINGWOOD,Community Centrepoint,-114.1024036,51.08350991,POINT (-114.1024036222742 51.08350990566399)
24-00909433,2024-11-28 0:00,2024-12-05 0:00,2024-12-05 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,12C,12C,Community Centrepoint,-113.9034178,50.92510412,POINT (-113.90341778671555 50.92510411817575)
24-00823177,2024-10-23 0:00,2024-11-20 0:00,2024-11-20 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,ASP,ASPEN WOODS,Community Centrepoint,-114.2083866,51.04521538,POINT (-114.20838662695127 51.045215377202034)
24-00823373,2024-10-23 0:00,2024-11-07 0:00,2024-11-07 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,PCK,PINE CREEK,Community Centrepoint,-114.0678672,50.85631704,POINT (-114.06786719699743 50.85631703774395)
24-00655325,2024-08-19 0:00,2024-08-20 0:00,2024-08-20 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SPH,SPRINGBANK HILL,Community Centrepoint,-114.2098197,51.02656453,POINT (-114.20981973671283 51.02656453099153)
24-00834312,2024-10-28 0:00,2024-10-28 0:00,2024-10-28 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,BLN,BELTLINE,Community Centrepoint,-114.0551861,51.03743796,POINT (-114.05518608886146 51.037437963359764)
24-00819666,2024-10-22 0:00,2024-10-23 0:00,2024-10-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SDC,SUNDANCE,Community Centrepoint,-114.0421257,50.90180437,POINT (-114.04212569181436 50.90180436893341)
24-00814605,2024-10-19 0:00,2024-10-23 0:00,2024-10-23 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,HAY,HAYSBORO,Community Centrepoint,-114.0833402,50.97221484,POINT (-114.08334023954198 50.972214842335006)
24-00803743,2024-10-15 0:00,2024-10-23 0:00,2024-10-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,MAH,MAHOGANY,Community Centrepoint,-113.9246339,50.89594392,POINT (-113.92463385892763 50.8959439160425)
24-00816304,2024-10-21 0:00,2024-10-23 0:00,2024-10-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BYV,BAYVIEW,Community Centrepoint,-114.1139643,50.97463476,POINT (-114.11396431346714 50.97463475577881)
24-00738570,2024-09-18 0:00,2024-10-23 0:00,2024-10-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,ING,INGLEWOOD,Community Centrepoint,-114.0191258,51.03414052,POINT (-114.01912581291103 51.03414052350448)
24-00824314,2024-10-24 0:00,2024-10-24 0:00,2024-10-24 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MCK,MCKENZIE LAKE,Community Centrepoint,-113.9881872,50.91486638,POINT (-113.98818718377751 50.91486638356077)
24-00822825,2024-10-23 0:00,2024-12-03 0:00,2024-12-03 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BLN,BELTLINE,Community Centrepoint,-114.0551861,51.03743796,POINT (-114.05518608886146 51.037437963359764)
24-00916940,2024-12-02 0:00,2024-12-03 0:00,2024-12-03 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SHG,SHAGANAPPI,Community Centrepoint,-114.1266523,51.04521136,POINT (-114.12665233527957 51.04521136346261)
24-00850322,2024-11-04 0:00,2024-12-03 0:00,2024-12-03 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,PCK,PINE CREEK,Community Centrepoint,-114.0678672,50.85631704,POINT (-114.06786719699743 50.85631703774395)
24-00825310,2024-10-24 0:00,2024-10-24 0:00,2024-10-24 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,CUR,CURRIE BARRACKS,Community Centrepoint,-114.1248177,51.01572349,POINT (-114.1248177444654 51.01572348884976)
24-00919231,2024-12-03 0:00,2024-12-03 0:00,2024-12-03 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MON,MONTGOMERY,Community Centrepoint,-114.1622482,51.07107614,POINT (-114.16224821352257 51.071076143066776)
24-00919419,2024-12-03 0:00,2024-12-03 0:00,2024-12-03 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,CHR,CHRISTIE PARK,Community Centrepoint,-114.1760176,51.04079953,POINT (-114.17601756827449 51.04079952918998)
24-00919743,2024-12-03 0:00,2024-12-03 0:00,2024-12-03 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,CRE,CRESCENT HEIGHTS,Community Centrepoint,-114.0616132,51.05949595,POINT (-114.06161323521818 51.05949594683074)
24-00656674,2024-08-20 0:00,2024-11-04 0:00,2024-11-04 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,PKL,PARKLAND,Community Centrepoint,-114.0282241,50.9208419,POINT (-114.02822405924363 50.92084190131195)
24-00921942,2024-12-03 0:00,2024-12-03 0:00,2024-12-03 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,SGH,SAGE HILL,Community Centrepoint,-114.1406861,51.17561697,POINT (-114.14068609335015 51.175616972779984)
24-00830162,2024-10-26 0:00,2024-10-26 0:00,2024-10-26 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,DDG,DOUGLASDALE/GLEN,Community Centrepoint,-114.0119081,50.94844437,POINT (-114.01190805579242 50.94844437195182)
24-00659032,2024-08-20 0:00,2024-08-20 0:00,2024-08-20 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,LMR,LOWER MOUNT ROYAL,Community Centrepoint,-114.0864994,51.0365032,POINT (-114.08649939756594 51.0365031977319)
24-00660393,2024-08-21 0:00,2024-08-21 0:00,2024-08-21 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,DNE,DOWNTOWN EAST VILLAGE,Community Centrepoint,-114.0508479,51.04709033,POINT (-114.05084794560608 51.04709033069666)
24-00660349,2024-08-21 0:00,2024-08-21 0:00,2024-08-21 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ABP,AURORA BUSINESS PARK,Community Centrepoint,-114.0584755,51.13626243,POINT (-114.05847554152584 51.13626243223524)
24-00662655,2024-08-21 0:00,2024-10-08 0:00,2024-10-08 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SAD,SADDLE RIDGE,Community Centrepoint,-113.9456225,51.13057324,POINT (-113.94562252266931 51.13057324213389)
24-00819856,2024-10-22 0:00,2024-10-24 0:00,2024-10-24 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,MOP,MOUNT PLEASANT,Community Centrepoint,-114.07603,51.07423791,POINT (-114.07602998447108 51.07423790842361)
24-00820511,2024-10-22 0:00,2024-10-24 0:00,2024-10-24 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,02B,02B,Community Centrepoint,-114.1993996,51.17602135,POINT (-114.19939956642429 51.176021351302396)
24-00814483,2024-10-19 0:00,2024-10-24 0:00,2024-10-24 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,HAW,HAWKWOOD,Community Centrepoint,-114.1756154,51.1309781,POINT (-114.17561536315762 51.13097810152047)
24-00811288,2024-10-18 0:00,2024-10-24 0:00,2024-10-24 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SAN,SANDSTONE VALLEY,Community Centrepoint,-114.0949625,51.13773284,POINT (-114.09496250976525 51.1377328448926)
24-00840232,2024-10-30 0:00,2024-10-31 0:00,2024-10-31 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,GAG,GARRISON GREEN,Community Centrepoint,-114.1245263,51.00305515,POINT (-114.12452628199492 51.003055154177616)
24-00807394,2024-10-16 0:00,2024-11-07 0:00,2024-11-07 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,EDG,EDGEMONT,Community Centrepoint,-114.1439532,51.12458785,POINT (-114.14395321026963 51.12458784624158)
24-00828729,2024-10-25 0:00,2024-10-25 0:00,2024-10-25 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,THO,THORNCLIFFE,Community Centrepoint,-114.068781,51.10310501,POINT (-114.06878100895418 51.10310500820498)
24-00665737,2024-08-22 0:00,2024-08-22 0:00,2024-08-22 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,SHW,SHERWOOD,Community Centrepoint,-114.1520001,51.15999092,POINT (-114.1520001467928 51.159990919144846)
24-00645333,2024-08-15 0:00,2024-08-22 0:00,2024-08-22 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,NGM,NORTH GLENMORE PARK,Community Centrepoint,-114.1122561,51.00142837,POINT (-114.11225607544628 51.00142837215398)
24-00663744,2024-08-22 0:00,2024-09-05 0:00,2024-09-05 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,NGM,NORTH GLENMORE PARK,Community Centrepoint,-114.1122561,51.00142837,POINT (-114.11225607544628 51.00142837215398)
24-00664871,2024-08-22 0:00,2024-08-22 0:00,2024-08-22 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,HIL,HILLHURST,Community Centrepoint,-114.093646,51.05727753,POINT (-114.09364601408916 51.05727753172276)
24-00840790,2024-10-31 0:00,2024-11-04 0:00,2024-11-04 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,CLI,CLIFF BUNGALOW,Community Centrepoint,-114.0749017,51.03393319,POINT (-114.07490165596653 51.033933194742325)
24-00662962,2024-08-22 0:00,2024-09-09 0:00,2024-09-09 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BLN,BELTLINE,Community Centrepoint,-114.0551861,51.03743796,POINT (-114.05518608886146 51.037437963359764)
24-00663149,2024-08-22 0:00,2024-09-19 0:00,2024-09-19 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BRD,BRIDGELAND/RIVERSIDE,Community Centrepoint,-114.0350798,51.05055069,POINT (-114.03507983816583 51.05055069436678)
24-00643155,2024-08-14 0:00,2024-08-22 0:00,2024-08-22 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,MCK,MCKENZIE LAKE,Community Centrepoint,-113.9881872,50.91486638,POINT (-113.98818718377751 50.91486638356077)
24-00842948,2024-10-31 0:00,2024-10-31 0:00,2024-10-31 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,CHW,CHARLESWOOD,Community Centrepoint,-114.1122123,51.09008805,POINT (-114.11221231540222 51.090088050163416)
