service_request_id,requested_date,closed_date,Days _to _Resolve,Response_Catergory,Priority_Score,is_slow,source,comm_code,comm_name,longitude,latitude
24-00055720,2024-01-23,2024-05-13,111,Over 2 Weeks,1,1,Other,VIS,VISTA HEIGHTS,-114.0177052,51.07193318
24-00684219,2024-08-29,2024-10-04,36,Over 2 Weeks,1,1,Other,THO,THORNCLIFFE,-114.068781,51.10310501
24-00685274,2024-08-29,2024-10-08,40,Over 2 Weeks,1,1,Other,BOW,BOWNESS,-114.1883885,51.08334629
24-00874692,2024-11-14,2024-11-14,0,Same Day,5,0,App,KCA,KINCORA,-114.1328651,51.16026671
24-00734333,2024-09-17,2024-10-10,23,Over 2 Weeks,1,1,Other,PAN,PANORAMA HILLS,-114.0880634,51.15971101
24-00735153,2024-09-17,2024-09-17,0,Same Day,5,0,Other,PAT,PATTERSON,-114.1771423,51.06393988
24-00134772,2024-02-23,2024-02-23,0,Same Day,5,0,Phone,OAK,OAKRIDGE,-114.129614,50.9696628
24-00139055,2024-02-26,2024-02-26,0,Same Day,5,0,Phone,NOL,NOLAN HILL,-114.1663172,51.17529369
24-00134386,2024-02-23,2024-02-23,0,Same Day,5,0,Other,CIT,CITADEL,-114.1839369,51.14453876
24-00143590,2024-02-27,2024-02-27,0,Same Day,5,0,Other,GLR,GLACIER RIDGE,-114.1681928,51.19042039
24-00369004,2024-05-19,2024-06-07,19,Over 2 Weeks,1,1,Other,ASP,ASPEN WOODS,-114.2083866,51.04521538
24-00344411,2024-05-09,2024-05-14,5,1 Week,3,0,Other,ROY,ROYAL OAK,-114.2197619,51.14266073
24-00147942,2024-02-29,2024-05-10,71,Over 2 Weeks,1,1,Other,BRD,BRIDGELAND/RIVERSIDE,-114.0350798,51.05055069
24-00148682,2024-02-29,2024-03-12,12,2 Weeks,2,1,Other,HUN,HUNTINGTON HILLS,-114.0667094,51.11758229
24-00342815,2024-05-09,2024-05-14,5,1 Week,3,0,Other,VAR,VARSITY,-114.1625068,51.09605377
24-00354742,2024-05-14,2024-05-14,0,Same Day,5,0,App,EDG,EDGEMONT,-114.1439532,51.12458785
24-00151054,2024-03-01,2024-03-01,0,Same Day,5,0,Phone,01B,01B,-114.2426143,51.10282601
24-00354876,2024-05-14,2024-05-30,16,Over 2 Weeks,1,1,Other,RIC,RICHMOND,-114.1184203,51.02971029
24-00138101,2024-02-25,2024-02-25,0,Same Day,5,0,Phone,SOV,SOUTHVIEW,-113.9973392,51.03415221
24-00140772,2024-02-26,2024-02-26,0,Same Day,5,0,App,HPK,HIGHLAND PARK,-114.0620558,51.08801818
24-00153769,2024-03-02,2024-03-02,0,Same Day,5,0,Other,GRI,GREENVIEW INDUSTRIAL PARK,-114.0490587,51.0865182
24-00138889,2024-02-25,2024-02-25,0,Same Day,5,0,Other,LKV,LAKEVIEW,-114.1296214,50.99957241
24-00150482,2024-02-29,2024-02-29,0,Same Day,5,0,Other,SET,SETON,-113.9479312,50.87415766
24-00148202,2024-02-29,2024-03-18,18,Over 2 Weeks,1,1,Other,COA,COACH HILL,-114.1829796,51.05838583
24-00143094,2024-02-27,2024-03-04,6,1 Week,3,0,Other,NHV,NORTH HAVEN,-114.0894206,51.09594155
24-00143218,2024-02-27,2024-05-15,78,Over 2 Weeks,1,1,Phone,SAW,SOUTH AIRWAYS,-114.0052957,51.07421919
24-00356923,2024-05-14,2024-05-14,0,Same Day,5,0,Other,ABB,ABBEYDALE,-113.9278039,51.05941501
24-00145198,2024-02-28,2024-02-28,0,Same Day,5,0,Phone,NEB,NEW BRIGHTON,-113.9452397,50.92206607
24-00143095,2024-02-27,2024-02-29,2,2-3 Days,4,0,Other,HPK,HIGHLAND PARK,-114.0620558,51.08801818
24-00095764,2024-02-06,2024-02-28,22,Over 2 Weeks,1,1,Other,DNW,DOWNTOWN WEST END,-114.0877794,51.04796914
24-00146988,2024-02-28,2024-02-28,0,Same Day,5,0,Other,SHN,SHAWNESSY,-114.0739762,50.90337303
24-00145345,2024-02-28,2024-03-18,19,Over 2 Weeks,1,1,Other,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00355073,2024-05-14,2024-05-15,1,1 Day,5,0,Other,EDG,EDGEMONT,-114.1439532,51.12458785
24-00272283,2024-04-16,2024-06-25,70,Over 2 Weeks,1,1,App,MAL,MAYLAND HEIGHTS,-114.0133147,51.06083346
24-00149311,2024-02-29,2024-02-29,0,Same Day,5,0,Other,SGL,STONEGATE LANDING,-113.9866827,51.16446858
24-00150400,2024-02-29,2024-04-05,36,Over 2 Weeks,1,1,Other,MNI,MANCHESTER INDUSTRIAL,-114.0572225,51.01325599
24-00150432,2024-02-29,2024-04-05,36,Over 2 Weeks,1,1,Other,MNI,MANCHESTER INDUSTRIAL,-114.0572225,51.01325599
24-00347681,2024-05-11,2024-05-15,4,1 Week,3,0,Other,MRN,MORAINE,-114.1062431,51.19053874
24-00113279,2024-02-14,2024-03-04,19,Over 2 Weeks,1,1,Other,HIL,HILLHURST,-114.093646,51.05727753
24-00355460,2024-05-14,2024-06-07,24,Over 2 Weeks,1,1,Other,HAM,HAMPTONS,-114.1466842,51.14509284
24-00300791,2024-04-25,2024-05-15,20,Over 2 Weeks,1,1,Other,BRE,BRENTWOOD,-114.1359192,51.09606554
24-00353906,2024-05-14,2024-06-10,27,Over 2 Weeks,1,1,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00361016,2024-05-15,2024-05-15,0,Same Day,5,0,App,DIS,DISCOVERY RIDGE,-114.2177188,51.01609153
24-00147201,2024-02-28,2024-03-26,27,Over 2 Weeks,1,1,Other,GDL,GLENDALE,-114.1527189,51.03337139
24-00151665,2024-03-01,2024-03-01,0,Same Day,5,0,Other,REN,RENFREW,-114.039169,51.05965316
24-00153239,2024-03-01,2024-03-01,0,Same Day,5,0,Other,MNI,MANCHESTER INDUSTRIAL,-114.0572225,51.01325599
24-00358484,2024-05-15,2024-05-15,0,Same Day,5,0,Other,MID,MIDNAPORE,-114.0574843,50.91560246
24-00359755,2024-05-15,2024-05-15,0,Same Day,5,0,Other,DAL,DALHOUSIE,-114.1581554,51.10940994
24-00355059,2024-05-14,2024-05-15,1,1 Day,5,0,Other,SCE,SCENIC ACRES,-114.217341,51.11270751
24-00167998,2024-03-07,2024-04-10,34,Over 2 Weeks,1,1,Phone,ING,INGLEWOOD,-114.0191258,51.03414052
24-00153678,2024-03-02,2024-03-02,0,Same Day,5,0,Other,EVN,EVANSTON,-114.1124511,51.17108484
24-00155342,2024-03-03,2024-03-03,0,Same Day,5,0,Other,CUR,CURRIE BARRACKS,-114.1248177,51.01572349
24-00368780,2024-05-19,2024-05-19,0,Same Day,5,0,Phone,COV,COVENTRY HILLS,-114.0531434,51.16490633
24-00161397,2024-03-05,2024-05-13,69,Over 2 Weeks,1,1,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00367487,2024-05-18,2024-05-18,0,Same Day,5,0,App,MCI,MCCALL,-114.0270867,51.08899754
24-00955412,2024-12-17,2024-12-18,1,1 Day,5,0,Other,HAY,HAYSBORO,-114.0833402,50.97221484
24-00155360,2024-03-04,2024-03-04,0,Same Day,5,0,Phone,CUR,CURRIE BARRACKS,-114.1248177,51.01572349
24-00142845,2024-02-27,2024-03-04,6,1 Week,3,0,Other,EVN,EVANSTON,-114.1124511,51.17108484
24-00049134,2024-01-20,2024-04-02,73,Over 2 Weeks,1,1,Phone,MPL,MAPLE RIDGE,-114.034689,50.95763758
24-00363021,2024-05-16,2024-05-16,0,Same Day,5,0,Other,EVE,EVERGREEN,-114.1156935,50.91870443
24-00362146,2024-05-16,2024-05-16,0,Same Day,5,0,Other,RIC,RICHMOND,-114.1184203,51.02971029
24-00151992,2024-03-01,2024-03-05,4,1 Week,3,0,Other,HIL,HILLHURST,-114.093646,51.05727753
24-00366258,2024-05-17,2024-05-17,0,Same Day,5,0,Other,ACA,ACADIA,-114.053696,50.97241507
24-00162285,2024-03-06,2024-05-10,65,Over 2 Weeks,1,1,Phone,COV,COVENTRY HILLS,-114.0531434,51.16490633
24-00162457,2024-03-06,2024-03-21,15,Over 2 Weeks,1,1,Phone,OAK,OAKRIDGE,-114.129614,50.9696628
24-00162521,2024-03-06,2024-05-10,65,Over 2 Weeks,1,1,Phone,TEM,TEMPLE,-113.9467677,51.08879459
24-00162016,2024-03-06,2024-03-06,0,Same Day,5,0,Other,NHU,NORTH HAVEN UPPER,-114.0853543,51.10440179
24-00944078,2024-12-12,2024-12-18,6,1 Week,3,0,Other,CRA,CRANSTON,-113.980004,50.87819417
24-00162127,2024-03-06,2024-03-06,0,Same Day,5,0,Phone,NHU,NORTH HAVEN UPPER,-114.0853543,51.10440179
24-00174323,2024-03-11,2024-03-21,10,2 Weeks,2,1,Other,EVE,EVERGREEN,-114.1156935,50.91870443
24-00177388,2024-03-12,2024-03-12,0,Same Day,5,0,Other,BLM,BELMONT,-114.0552494,50.8686837
24-00165386,2024-03-07,2024-03-07,0,Same Day,5,0,Other,BRA,BRAESIDE,-114.1063659,50.95600269
24-00164123,2024-03-06,2024-03-07,1,1 Day,5,0,Other,APP,APPLEWOOD PARK,-113.9278103,51.04487483
24-00165822,2024-03-07,2024-03-07,0,Same Day,5,0,Other,TEM,TEMPLE,-113.9467677,51.08879459
24-00167670,2024-03-07,2024-03-07,0,Same Day,5,0,Other,SCE,SCENIC ACRES,-114.217341,51.11270751
24-00187433,2024-03-14,2024-03-26,12,2 Weeks,2,1,Other,BRE,BRENTWOOD,-114.1359192,51.09606554
24-00367420,2024-05-18,2024-06-12,25,Over 2 Weeks,1,1,Other,SOC,SOUTH CALGARY,-114.1020747,51.02680215
24-00171261,2024-03-09,2024-03-09,0,Same Day,5,0,Other,CSC,CITYSCAPE,-113.961258,51.14703156
24-00170654,2024-03-08,2024-03-09,1,1 Day,5,0,Other,WSP,WEST SPRINGS,-114.2066863,51.05977297
24-00173166,2024-03-10,2024-03-10,0,Same Day,5,0,Phone,SGL,STONEGATE LANDING,-113.9866827,51.16446858
24-00173311,2024-03-10,2024-03-10,0,Same Day,5,0,App,GDL,GLENDALE,-114.1527189,51.03337139
24-00169675,2024-03-08,2024-04-26,49,Over 2 Weeks,1,1,Other,THO,THORNCLIFFE,-114.0687804,51.10310303
24-00174630,2024-03-11,2024-03-11,0,Same Day,5,0,Other,BLN,BELTLINE,-114.0551861,51.03743796
24-00167191,2024-03-07,2024-03-11,4,1 Week,3,0,Other,VAL,VALLEY RIDGE,-114.2512974,51.09538869
24-00177161,2024-03-11,2024-03-11,0,Same Day,5,0,Other,NAW,NORTH AIRWAYS,-114.007524,51.08713865
24-00369917,2024-05-19,2024-05-19,0,Same Day,5,0,App,CRA,CRANSTON,-113.980004,50.87819417
24-00177685,2024-03-12,2024-03-12,0,Same Day,5,0,Phone,PIN,PINERIDGE,-113.946765,51.07425976
24-00180114,2024-03-12,2024-03-12,0,Same Day,5,0,App,FRA,FRANKLIN,-113.987524,51.05892759
24-00182169,2024-03-13,2024-04-11,29,Over 2 Weeks,1,1,Other,ACA,ACADIA,-114.053696,50.97241507
24-00182040,2024-03-13,2024-04-10,28,Over 2 Weeks,1,1,Other,ERI,ERIN WOODS,-113.9676688,51.02097628
24-00375558,2024-05-21,2024-05-21,0,Same Day,5,0,Other,BNK,BANKVIEW,-114.1004832,51.03412753
24-00373198,2024-05-21,2024-05-21,0,Same Day,5,0,App,ST2,STONEY 2,-114.0172182,51.14338378
24-00373233,2024-05-21,2024-05-21,0,Same Day,5,0,App,ST2,STONEY 2,-114.0172182,51.14338378
24-00374206,2024-05-21,2024-05-21,0,Same Day,5,0,App,SAD,SADDLE RIDGE,-113.9456225,51.13057324
24-00371200,2024-05-20,2024-05-21,1,1 Day,5,0,App,TEM,TEMPLE,-113.9467677,51.08879459
24-00355901,2024-05-14,2024-05-21,7,1 Week,3,0,Other,CRA,CRANSTON,-113.980004,50.87819417
24-00367189,2024-05-17,2024-05-21,4,1 Week,3,0,Other,LKB,LAKE BONAVISTA,-114.0512956,50.939599
24-00375696,2024-05-21,2024-05-21,0,Same Day,5,0,Other,ALT,ALTADORE,-114.1007824,51.01595412
24-00099366,2024-02-08,2024-03-14,35,Over 2 Weeks,1,1,Phone,TUS,TUSCANY,-114.2408862,51.12191109
24-00379393,2024-05-23,2024-06-24,32,Over 2 Weeks,1,1,Other,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00191732,2024-03-16,2024-03-16,0,Same Day,5,0,App,BOW,BOWNESS,-114.1883885,51.08334629
24-00190772,2024-03-15,2024-03-15,0,Same Day,5,0,Other,BOW,BOWNESS,-114.1883885,51.08334629
24-00187099,2024-03-14,2024-03-14,0,Same Day,5,0,Other,TUX,TUXEDO PARK,-114.0610449,51.07421777
24-00190904,2024-03-16,2024-03-16,0,Same Day,5,0,Other,TAR,TARADALE,-113.9340021,51.11794016
24-00189152,2024-03-15,2024-04-10,26,Over 2 Weeks,1,1,Phone,PKL,PARKLAND,-114.0282241,50.9208419
24-00195122,2024-03-18,2024-05-15,58,Over 2 Weeks,1,1,Other,SSD,SUNNYSIDE,-114.0790291,51.05641953
24-00272220,2024-04-16,2024-05-22,36,Over 2 Weeks,1,1,Phone,LMR,LOWER MOUNT ROYAL,-114.0864994,51.0365032
24-00203697,2024-03-21,2024-03-21,0,Same Day,5,0,Other,CHK,CHINOOK PARK,-114.088994,50.98322809
24-00362594,2024-05-16,2024-05-22,6,1 Week,3,0,Other,HAM,HAMPTONS,-114.1466842,51.14509284
24-00373475,2024-05-21,2024-05-22,1,1 Day,5,0,Other,MON,MONTGOMERY,-114.1622482,51.07107614
24-00191096,2024-03-16,2024-03-16,0,Same Day,5,0,Phone,NEB,NEW BRIGHTON,-113.9452397,50.92206607
24-00123099,2024-02-18,2024-05-22,94,Over 2 Weeks,1,1,Other,COV,COVENTRY HILLS,-114.0531434,51.16490633
24-00203540,2024-03-21,2024-03-21,0,Same Day,5,0,Other,N/A,N/A,,
24-00204059,2024-03-21,2024-03-21,0,Same Day,5,0,Other,MAH,MAHOGANY,-113.9246339,50.89594392
24-00381310,2024-05-23,2024-06-25,33,Over 2 Weeks,1,1,Other,BRA,BRAESIDE,-114.1063659,50.95600269
24-00193037,2024-03-17,2024-06-25,100,Over 2 Weeks,1,1,Phone,BRD,BRIDGELAND/RIVERSIDE,-114.0350798,51.05055069
24-00193054,2024-03-17,2024-03-17,0,Same Day,5,0,App,BRD,BRIDGELAND/RIVERSIDE,-114.0350798,51.05055069
24-00202543,2024-03-20,2024-03-20,0,Same Day,5,0,Other,ABB,ABBEYDALE,-113.9278039,51.05941501
24-00195262,2024-03-18,2024-04-16,29,Over 2 Weeks,1,1,Phone,HAM,HAMPTONS,-114.1466842,51.14509284
24-00195053,2024-03-18,2024-05-14,57,Over 2 Weeks,1,1,Phone,HAM,HAMPTONS,-114.1466842,51.14509284
24-00193349,2024-03-18,2024-03-26,8,2 Weeks,2,1,Phone,HIL,HILLHURST,-114.093646,51.05727753
24-00196415,2024-03-18,2024-03-18,0,Same Day,5,0,Phone,ASP,ASPEN WOODS,-114.2083866,51.04521538
24-00180631,2024-03-12,2024-03-18,6,1 Week,3,0,Other,BRA,BRAESIDE,-114.1063659,50.95600269
24-00195472,2024-03-18,2024-03-26,8,2 Weeks,2,1,Other,SGH,SAGE HILL,-114.1406861,51.17561697
24-00384860,2024-05-24,2024-05-24,0,Same Day,5,0,Other,FHI,FOOTHILLS,-113.9820382,50.99396303
24-00382065,2024-05-23,2024-05-24,1,1 Day,5,0,Other,DNC,DOWNTOWN COMMERCIAL CORE,-114.0695937,51.04727444
24-00006514,2024-01-03,2024-01-03,0,Same Day,5,0,Other,WAL,WALDEN,-114.0326195,50.87040629
24-00200500,2024-03-20,2024-03-20,0,Same Day,5,0,Other,NHV,NORTH HAVEN,-114.0894206,51.09594155
24-00200547,2024-03-20,2024-03-20,0,Same Day,5,0,Other,WHL,WEST HILLHURST,-114.1151585,51.05507951
24-00204341,2024-03-21,2024-03-21,0,Same Day,5,0,Other,BED,BEDDINGTON HEIGHTS,-114.0849111,51.13164399
24-00215507,2024-03-26,2024-04-01,6,1 Week,3,0,Phone,RDL,ROSEDALE,-114.0782071,51.06268666
24-00014426,2024-01-05,2024-01-05,0,Same Day,5,0,Other,GDL,GLENDALE,-114.1527189,51.03337139
24-00219389,2024-03-27,2024-04-04,8,2 Weeks,2,1,Other,KIL,KILLARNEY/GLENGARRY,-114.1317313,51.03013196
24-00016678,2024-01-08,2024-01-24,16,Over 2 Weeks,1,1,Other,BNK,BANKVIEW,-114.1004832,51.03412753
24-00000903,2024-01-01,2024-01-04,3,2-3 Days,4,0,Other,BOW,BOWNESS,-114.1883885,51.08334629
24-00209414,2024-03-22,2024-03-22,0,Same Day,5,0,Other,RUN,RUNDLE,-113.9700581,51.07423997
24-00011422,2024-01-04,2024-01-04,0,Same Day,5,0,Other,HPK,HIGHLAND PARK,-114.0620558,51.08801818
24-00008319,2024-01-04,2024-04-26,113,Over 2 Weeks,1,1,Other,BRD,BRIDGELAND/RIVERSIDE,-114.0350798,51.05055069
24-00217844,2024-03-27,2024-04-10,14,2 Weeks,2,1,Other,DOV,DOVER,-113.993054,51.02256772
24-00012685,2024-01-05,2024-01-05,0,Same Day,5,0,Phone,ING,INGLEWOOD,-114.0191258,51.03414052
24-00388077,2024-05-26,2024-05-26,0,Same Day,5,0,App,ACA,ACADIA,-114.053696,50.97241507
24-00221384,2024-03-28,2024-03-28,0,Same Day,5,0,Phone,THO,THORNCLIFFE,-114.0687804,51.10310303
24-00221160,2024-03-28,2024-03-28,0,Same Day,5,0,Other,COL,COLLINGWOOD,-114.1024036,51.08350991
24-00012626,2024-01-05,2024-01-05,0,Same Day,5,0,Other,BNF,BANFF TRAIL,-114.1151284,51.07421633
24-00216241,2024-03-26,2024-04-01,6,1 Week,3,0,Other,ALT,ALTADORE,-114.1007824,51.01595412
24-00382264,2024-05-23,2024-06-10,18,Over 2 Weeks,1,1,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00365896,2024-05-17,2024-06-10,24,Over 2 Weeks,1,1,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00194323,2024-03-18,2024-05-27,70,Over 2 Weeks,1,1,Phone,OAK,OAKRIDGE,-114.129614,50.9696628
24-00139752,2024-02-26,2024-05-27,91,Over 2 Weeks,1,1,Phone,OAK,OAKRIDGE,-114.129614,50.9696628
24-00385559,2024-05-24,2024-05-27,3,2-3 Days,4,0,Other,BRE,BRENTWOOD,-114.1359192,51.09606554
24-00127348,2024-02-20,2024-05-27,97,Over 2 Weeks,1,1,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00369471,2024-05-19,2024-06-10,22,Over 2 Weeks,1,1,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00392959,2024-05-27,2024-06-10,14,2 Weeks,2,1,Other,BYV,BAYVIEW,-114.1139643,50.97463476
24-00273604,2024-04-16,2024-07-23,98,Over 2 Weeks,1,1,Phone,PAL,PALLISER,-114.1121589,50.96676703
24-00019157,2024-01-08,2024-03-26,78,Over 2 Weeks,1,1,Phone,SSW,SCARBORO/ SUNALTA WEST,-114.114882,51.04220032
24-00225236,2024-03-29,2024-03-29,0,Same Day,5,0,Other,OGD,OGDEN,-114.0124423,50.99187834
24-00386556,2024-05-25,2024-05-27,2,2-3 Days,4,0,Other,CAP,CAPITOL HILL,-114.0946312,51.07266528
24-00212726,2024-03-25,2024-03-25,0,Same Day,5,0,Other,EVN,EVANSTON,-114.1124511,51.17108484
24-00017767,2024-01-08,2024-02-13,36,Over 2 Weeks,1,1,Other,ACA,ACADIA,-114.053696,50.97241507
24-00019550,2024-01-08,2024-03-13,65,Over 2 Weeks,1,1,Phone,HUN,HUNTINGTON HILLS,-114.0667086,51.11758075
24-00013520,2024-01-05,2024-01-08,3,2-3 Days,4,0,Phone,EPK,ELBOW PARK,-114.0838053,51.02134304
24-00017470,2024-01-08,2024-01-08,0,Same Day,5,0,Other,CNS,CORNERSTONE,-113.9305705,51.15735997
24-00214722,2024-03-25,2024-03-25,0,Same Day,5,0,Other,QLD,QUEENSLAND,-114.0225717,50.93822412
24-00213639,2024-03-25,2024-03-26,1,1 Day,5,0,Other,HAW,HAWKWOOD,-114.1756154,51.1309781
24-00200893,2024-03-20,2024-03-26,6,1 Week,3,0,Other,SSD,SUNNYSIDE,-114.0790291,51.05641953
24-00025207,2024-01-10,2024-01-10,0,Same Day,5,0,Other,02F,02F,-114.1751203,51.15976354
24-00025640,2024-01-10,2024-01-10,0,Same Day,5,0,App,WAL,WALDEN,-114.0326195,50.87040629
24-00174724,2024-03-11,2024-05-27,77,Over 2 Weeks,1,1,Other,BLN,BELTLINE,-114.0551861,51.03743796
24-00175840,2024-03-11,2024-05-27,77,Over 2 Weeks,1,1,Phone,BLN,BELTLINE,-114.0551861,51.03743796
24-00164793,2024-03-06,2024-05-27,82,Over 2 Weeks,1,1,Other,DNE,DOWNTOWN EAST VILLAGE,-114.0508479,51.04709033
24-00263082,2024-04-12,2024-05-27,45,Over 2 Weeks,1,1,Phone,DNE,DOWNTOWN EAST VILLAGE,-114.0508479,51.04709033
24-00226874,2024-03-31,2024-03-31,0,Same Day,5,0,App,EVN,EVANSTON,-114.1124511,51.17108484
24-00031847,2024-01-13,2024-01-13,0,Same Day,5,0,Other,CIA,CALGARY INTERNATIONAL AIRPORT,-114.0117167,51.12355645
24-00219442,2024-03-27,2024-05-27,61,Over 2 Weeks,1,1,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00391855,2024-05-27,2024-05-27,0,Same Day,5,0,Other,MAH,MAHOGANY,-113.9246339,50.89594392
24-00227132,2024-03-31,2024-03-31,0,Same Day,5,0,App,RIC,RICHMOND,-114.1184203,51.02971029
24-00233732,2024-04-02,2024-05-27,55,Over 2 Weeks,1,1,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00395605,2024-05-28,2024-05-28,0,Same Day,5,0,Other,ALB,ALBERT PARK/RADISSON HEIGHTS,-113.9967779,51.04453295
24-00394370,2024-05-28,2024-05-28,0,Same Day,5,0,Other,BDO,BONAVISTA DOWNS,-114.0315055,50.94373043
24-00025040,2024-01-10,2024-01-10,0,Same Day,5,0,Other,WSP,WEST SPRINGS,-114.2066863,51.05977297
24-00221253,2024-03-28,2024-03-28,0,Same Day,5,0,Other,THO,THORNCLIFFE,-114.0687804,51.10310303
24-00222177,2024-03-28,2024-05-10,43,Over 2 Weeks,1,1,Other,SAD,SADDLE RIDGE,-113.9456225,51.13057324
24-00230473,2024-04-01,2024-04-02,1,1 Day,5,0,Other,EDG,EDGEMONT,-114.1439532,51.12458785
24-00233062,2024-04-02,2024-04-02,0,Same Day,5,0,Phone,RAN,RANCHLANDS,-114.183647,51.11917908
24-00234974,2024-04-03,2024-04-09,6,1 Week,3,0,Other,SGH,SAGE HILL,-114.1406861,51.17561697
24-00405494,2024-05-30,2024-06-24,25,Over 2 Weeks,1,1,Other,YKV,YORKVILLE,-114.0823248,50.8703514
24-00236106,2024-04-03,2024-04-03,0,Same Day,5,0,Other,CAM,CAMBRIAN HEIGHTS,-114.089379,51.08433917
24-00032290,2024-01-13,2024-01-13,0,Same Day,5,0,Other,SIG,SIGNAL HILL,-114.179907,51.02326017
24-00013245,2024-01-05,2024-01-12,7,1 Week,3,0,Phone,MAH,MAHOGANY,-113.9246339,50.89594392
24-00028078,2024-01-11,2024-01-11,0,Same Day,5,0,Phone,DIS,DISCOVERY RIDGE,-114.2177188,51.01609153
24-00026298,2024-01-11,2024-01-11,0,Same Day,5,0,Other,SNA,SUNALTA,-114.1014859,51.04295989
24-00027455,2024-01-11,2024-01-11,0,Same Day,5,0,Other,BRI,BRIDLEWOOD,-114.1102111,50.89922055
24-00408661,2024-05-31,2024-06-24,24,Over 2 Weeks,1,1,Other,KIN,KINGSLAND,-114.0773588,50.98697675
24-00225373,2024-03-29,2024-03-29,0,Same Day,5,0,Phone,ARB,ARBOUR LAKE,-114.207675,51.13259471
24-00025731,2024-01-10,2024-01-12,2,2-3 Days,4,0,Other,HID,HIDDEN VALLEY,-114.1196092,51.15193708
24-00032181,2024-01-13,2024-01-13,0,Same Day,5,0,Phone,TEM,TEMPLE,-113.9467677,51.08879459
24-00235613,2024-04-03,2024-04-03,0,Same Day,5,0,Other,FRA,FRANKLIN,-113.987524,51.05892759
24-00039805,2024-01-17,2024-01-17,0,Same Day,5,0,App,STE,STARFIELD EAST,-113.9166711,51.00501593
24-00037050,2024-01-16,2024-01-17,1,1 Day,5,0,App,DIS,DISCOVERY RIDGE,-114.2177188,51.01609153
24-00237746,2024-04-03,2024-04-03,0,Same Day,5,0,App,BRI,BRIDLEWOOD,-114.1102096,50.89922016
24-00032948,2024-01-14,2024-01-24,10,2 Weeks,2,1,Phone,PAL,PALLISER,-114.1121589,50.96676703
24-00281480,2024-04-18,2024-05-29,41,Over 2 Weeks,1,1,Other,HIL,HILLHURST,-114.093646,51.05727753
24-00399537,2024-05-29,2024-05-29,0,Same Day,5,0,App,CAP,CAPITOL HILL,-114.0946312,51.07266528
24-00342485,2024-05-09,2024-05-29,20,Over 2 Weeks,1,1,Other,WSP,WEST SPRINGS,-114.2066863,51.05977297
24-00226367,2024-03-30,2024-03-30,0,Same Day,5,0,App,WBN,WOODBINE,-114.1296282,50.94023326
24-00237803,2024-04-03,2024-04-04,1,1 Day,5,0,App,SDC,SUNDANCE,-114.0421257,50.90180437
24-00237867,2024-04-04,2024-04-04,0,Same Day,5,0,App,FPK,FISH CREEK PARK,-114.0263763,50.90960459
24-00030939,2024-01-12,2024-01-16,4,1 Week,3,0,Other,HIL,HILLHURST,-114.093646,51.05727753
24-00236252,2024-04-03,2024-04-09,6,1 Week,3,0,Other,CAR,CARRINGTON,-114.0887654,51.18568826
24-00033549,2024-01-15,2024-01-15,0,Same Day,5,0,Other,ST2,STONEY 2,-114.0172182,51.14338378
24-00032518,2024-01-14,2024-01-14,0,Same Day,5,0,Other,HOR,HORIZON,-113.9916978,51.08990092
24-00045830,2024-01-19,2024-01-19,0,Same Day,5,0,Other,GBK,GLENBROOK,-114.1526948,51.02419405
24-00046452,2024-01-19,2024-01-19,0,Same Day,5,0,Other,EVN,EVANSTON,-114.1124511,51.17108536
24-00226100,2024-03-30,2024-03-30,0,Same Day,5,0,Other,ST2,STONEY 2,-114.0172182,51.14338378
24-00145890,2024-02-28,2024-04-08,40,Over 2 Weeks,1,1,Other,CHA,CHAPARRAL,-114.0256688,50.88467246
24-00048064,2024-01-19,2024-03-25,66,Over 2 Weeks,1,1,Phone,CRA,CRANSTON,-113.980004,50.87819417
24-00035203,2024-01-15,2024-01-29,14,2 Weeks,2,1,Other,MPK,MARLBOROUGH PARK,-113.9467171,51.0596885
24-00030519,2024-01-12,2024-01-15,3,2-3 Days,4,0,Other,EDG,EDGEMONT,-114.1439532,51.12458785
24-00034041,2024-01-15,2024-01-15,0,Same Day,5,0,Phone,NAW,NORTH AIRWAYS,-114.007524,51.08713865
24-00241514,2024-04-05,2024-04-12,7,1 Week,3,0,Other,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00045721,2024-01-18,2024-01-18,0,Same Day,5,0,Other,WHL,WEST HILLHURST,-114.1151585,51.05507951
24-00244209,2024-04-06,2024-05-27,51,Over 2 Weeks,1,1,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00240476,2024-04-04,2024-04-24,20,Over 2 Weeks,1,1,Other,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,-114.1057298,51.06317954
24-00236452,2024-04-03,2024-04-09,6,1 Week,3,0,Other,BRE,BRENTWOOD,-114.1359192,51.09606554
